Open time,Open,High,Low,Close,Volume
2018-01-02 07:00:00.000,842.25,857.0,842.22,846.09,2620.71
2018-01-02 08:00:00.000,846.99,852.0,841.99,847.6,2403.53
2018-01-02 09:00:00.000,847.6,847.6,835.85,836.42,3246.56
2018-01-02 10:00:00.000,837.87,840.0,825.11,837.05,3004.67
2018-01-02 11:00:00.000,837.06,849.9,836.21,848.5,2683.44
2018-01-02 12:00:00.000,848.26,853.97,843.18,849.1,3185.29
2018-01-02 13:00:00.000,849.57,854.5,840.0,843.15,3355.84
2018-01-02 14:00:00.000,843.15,861.95,835.83,861.95,4374.01
2018-01-02 15:00:00.000,861.93,866.65,850.0,856.93,3594.44
2018-01-02 16:00:00.000,856.92,866.12,855.8,865.56,5074.68
2018-01-02 17:00:00.000,865.56,878.0,860.0,862.0,4937.61
2018-01-02 18:00:00.000,862.0,867.8,858.48,867.68,3146.57
2018-01-02 19:00:00.000,867.69,874.34,831.14,854.93,5948.75
2018-01-02 20:00:00.000,854.71,854.93,810.0,850.97,8582.86
2018-01-02 21:00:00.000,850.94,855.0,831.0,853.47,3554.41
2018-01-02 22:00:00.000,853.45,869.41,849.73,860.53,3270.28
2018-01-02 23:00:00.000,860.57,864.48,835.52,852.56,2488.78
2018-01-03 00:00:00.000,852.94,862.0,850.36,855.28,2289.53
2018-01-03 01:00:00.000,855.13,879.0,854.9,876.41,3092.39
2018-01-03 02:00:00.000,876.41,884.98,860.15,865.0,3929.28
2018-01-03 03:00:00.000,865.0,867.92,854.0,859.72,3229.73
2018-01-03 04:00:00.000,857.05,867.26,850.03,853.07,3474.6
2018-01-03 05:00:00.000,854.16,864.99,853.12,861.43,3010.12
2018-01-03 06:00:00.000,862.47,878.0,861.27,876.11,3358.63
2018-01-03 07:00:00.000,876.11,877.0,866.77,874.0,4375.0
2018-01-03 08:00:00.000,874.94,879.53,870.0,876.02,2687.4
2018-01-03 09:00:00.000,876.03,877.66,863.54,867.63,3487.89
2018-01-03 10:00:00.000,868.77,869.48,842.0,843.01,5857.11
2018-01-03 11:00:00.000,843.0,849.5,820.0,846.11,6253.94
2018-01-03 12:00:00.000,846.11,864.99,843.23,863.02,3374.08
2018-01-03 13:00:00.000,863.3,864.97,847.0,849.91,3086.7
2018-01-03 14:00:00.000,849.85,870.0,810.0,869.42,3703.05
2018-01-03 15:00:00.000,868.03,875.0,863.62,868.89,3604.7
2018-01-03 16:00:00.000,868.86,876.0,867.37,876.0,2967.87
2018-01-03 17:00:00.000,876.0,877.89,859.84,871.02,3076.45
2018-01-03 18:00:00.000,871.02,877.77,868.65,871.32,2439.53
2018-01-03 19:00:00.000,871.32,945.0,867.56,923.99,6173.42
2018-01-03 20:00:00.000,923.0,928.7,904.19,917.64,4880.43
2018-01-03 21:00:00.000,917.64,920.0,910.08,913.01,3059.0
2018-01-03 22:00:00.000,913.01,924.0,904.04,917.41,2250.52
2018-01-03 23:00:00.000,917.01,950.01,916.03,946.11,2677.83
2018-01-04 00:00:00.000,946.12,948.29,929.02,934.03,4991.77
2018-01-04 01:00:00.000,934.03,935.19,900.02,919.35,3690.79
2018-01-04 02:00:00.000,920.15,928.0,912.66,920.08,4715.07
2018-01-04 03:00:00.000,922.41,931.0,917.0,926.67,4868.58
2018-01-04 04:00:00.000,926.67,927.6,924.28,927.57,16.32
2018-01-04 06:00:00.000,927.18,940.0,917.03,932.03,3885.14
2018-01-04 07:00:00.000,932.03,945.0,928.0,934.98,4030.04
2018-01-04 08:00:00.000,934.5,939.0,931.09,938.29,3618.91
2018-01-04 09:00:00.000,936.81,949.99,910.0,911.0,5957.22
2018-01-04 10:00:00.000,911.0,923.0,890.01,917.09,5775.44
2018-01-04 11:00:00.000,917.0,936.68,911.22,931.99,3523.26
2018-01-04 12:00:00.000,930.1,949.99,923.81,949.99,4336.16
2018-01-04 13:00:00.000,949.99,956.95,919.5,941.0,5233.93
2018-01-04 14:00:00.000,941.0,984.0,937.99,982.0,6830.1
2018-01-04 15:00:00.000,982.0,1009.72,977.27,1002.31,5633.4
2018-01-04 16:00:00.000,1006.78,1006.97,969.9,989.95,6606.65
2018-01-04 17:00:00.000,989.95,997.0,982.35,995.01,6327.5
2018-01-04 18:00:00.000,995.02,998.0,980.0,986.64,5264.99
2018-01-04 19:00:00.000,986.01,992.98,968.86,970.61,3274.5
2018-01-04 20:00:00.000,970.61,973.0,945.0,951.0,4189.88
2018-01-04 21:00:00.000,951.0,975.0,910.0,954.0,5925.29
2018-01-04 22:00:00.000,954.0,968.49,934.87,953.99,3625.71
2018-01-04 23:00:00.000,953.99,963.01,948.49,948.51,2686.95
2018-01-05 00:00:00.000,948.53,975.0,936.03,940.0,2878.64
2018-01-05 01:00:00.000,940.0,959.0,930.1,955.5,2556.77
2018-01-05 02:00:00.000,955.77,981.95,953.0,978.1,3622.69
2018-01-05 03:00:00.000,979.14,990.0,960.0,989.99,4951.72
2018-01-05 04:00:00.000,989.99,1004.37,984.5,1003.01,4890.44
2018-01-05 05:00:00.000,1003.01,1020.0,1000.0,1008.83,4855.6
2018-01-05 06:00:00.000,1009.51,1012.94,1004.0,1008.99,3531.83
2018-01-05 07:00:00.000,1009.73,1038.65,1007.25,1030.5,4143.24
2018-01-05 08:00:00.000,1030.49,1045.0,1019.55,1030.0,4387.47
2018-01-05 09:00:00.000,1029.12,1030.0,1008.03,1009.98,4143.33
2018-01-05 10:00:00.000,1008.03,1010.2,970.96,991.87,7792.66
2018-01-05 11:00:00.000,993.98,1010.0,980.13,984.48,4170.66
2018-01-05 12:00:00.000,985.0,997.62,981.04,995.98,4074.58
2018-01-05 13:00:00.000,995.9,999.99,988.02,993.03,3633.22
2018-01-05 14:00:00.000,993.02,994.99,975.04,978.09,3938.14
2018-01-05 15:00:00.000,979.98,983.02,975.01,981.97,3778.37
2018-01-05 16:00:00.000,981.97,983.0,974.0,981.5,3170.4
2018-01-05 17:00:00.000,981.11,981.99,951.5,953.99,5097.38
2018-01-05 18:00:00.000,952.33,970.0,931.0,944.8,4079.26
2018-01-05 19:00:00.000,944.81,970.0,938.64,965.01,3765.37
2018-01-05 20:00:00.000,965.02,988.29,960.0,970.8,3340.64
2018-01-05 21:00:00.000,970.81,987.0,966.7,971.6,2206.79
2018-01-05 22:00:00.000,971.6,972.37,945.0,951.78,3739.36
2018-01-05 23:00:00.000,950.99,960.5,931.0,931.08,3407.93
2018-01-06 00:00:00.000,931.08,967.11,930.0,959.3,4096.17
2018-01-06 01:00:00.000,958.0,980.0,950.0,966.0,3387.43
2018-01-06 02:00:00.000,965.37,966.94,950.03,965.0,3743.99
2018-01-06 03:00:00.000,963.02,985.0,950.0,982.05,4433.47
2018-01-06 04:00:00.000,982.05,984.49,956.97,962.61,4250.34
2018-01-06 05:00:00.000,962.68,982.0,956.19,980.01,2636.9
2018-01-06 06:00:00.000,980.03,993.0,970.1,979.0,3562.48
2018-01-06 07:00:00.000,979.2,995.0,978.01,990.7,1971.77
2018-01-06 08:00:00.000,990.7,999.7,986.02,992.02,2823.93
2018-01-06 09:00:00.000,993.73,999.0,991.21,997.0,1861.08
2018-01-06 10:00:00.000,997.0,1004.0,994.54,999.99,3361.99
2018-01-06 11:00:00.000,999.99,1004.22,996.0,998.46,2423.26
2018-01-06 12:00:00.000,998.03,1005.0,994.52,998.0,3302.19
2018-01-06 13:00:00.000,1001.73,1002.0,990.32,992.4,4154.47
2018-01-06 14:00:00.000,993.09,1000.0,980.0,983.2,4688.81
2018-01-06 15:00:00.000,983.2,994.8,982.5,992.46,3379.78
2018-01-06 16:00:00.000,992.45,1010.0,982.0,1007.52,3489.36
2018-01-06 17:00:00.000,1007.52,1017.56,998.2,999.0,3307.69
2018-01-06 18:00:00.000,999.01,1009.59,997.45,1004.03,2366.82
2018-01-06 19:00:00.000,1004.02,1006.45,986.0,993.24,2621.01
2018-01-06 20:00:00.000,993.24,1015.0,992.25,1011.05,2289.15
2018-01-06 21:00:00.000,1011.5,1013.76,1000.02,1004.99,1642.38
2018-01-06 22:00:00.000,1003.43,1013.0,993.38,1000.34,1922.02
2018-01-06 23:00:00.000,1002.19,1010.0,989.25,999.3,2236.03
2018-01-07 00:00:00.000,999.3,1004.5,997.25,1004.11,2097.93
2018-01-07 01:00:00.000,1003.71,1017.0,999.9,1012.96,2300.23
2018-01-07 02:00:00.000,1012.04,1017.58,1002.31,1014.01,2591.44
2018-01-07 03:00:00.000,1015.23,1023.1,1012.0,1021.61,2738.67
2018-01-07 04:00:00.000,1021.61,1059.47,1021.6,1057.36,3775.08
2018-01-07 05:00:00.000,1058.99,1060.5,1038.34,1050.02,3515.16
2018-01-07 06:00:00.000,1052.0,1095.9,1049.27,1091.17,3744.51
2018-01-07 07:00:00.000,1091.18,1093.49,1072.48,1077.0,3940.26
2018-01-07 08:00:00.000,1077.0,1087.4,1071.34,1085.77,2397.78
2018-01-07 09:00:00.000,1085.77,1089.5,1073.0,1080.12,2386.54
2018-01-07 10:00:00.000,1080.11,1091.16,1080.0,1087.1,1982.91
2018-01-07 11:00:00.000,1087.11,1094.88,1083.71,1089.57,2161.59
2018-01-07 12:00:00.000,1090.47,1094.2,1080.07,1080.2,2064.24
2018-01-07 13:00:00.000,1081.27,1092.99,1072.11,1082.65,1897.72
2018-01-07 14:00:00.000,1082.65,1083.72,1064.1,1068.31,2376.23
2018-01-07 15:00:00.000,1070.0,1084.98,1068.29,1082.61,2731.62
2018-01-07 16:00:00.000,1082.61,1099.0,1075.8,1097.48,2844.35
2018-01-07 17:00:00.000,1097.48,1111.18,1091.7,1103.0,4761.82
2018-01-07 18:00:00.000,1102.99,1116.24,1089.98,1094.99,3893.26
2018-01-07 19:00:00.000,1093.19,1097.2,1068.0,1085.05,3596.68
2018-01-07 20:00:00.000,1085.05,1102.23,1072.0,1100.95,1954.2
2018-01-07 21:00:00.000,1100.95,1106.02,1080.38,1100.13,2310.98
2018-01-07 22:00:00.000,1100.89,1104.19,1090.0,1090.36,1448.26
2018-01-07 23:00:00.000,1093.2,1095.8,1085.0,1093.78,1699.59
2018-01-08 00:00:00.000,1093.79,1125.0,1093.18,1123.09,2165.69
2018-01-08 01:00:00.000,1123.09,1190.0,1117.98,1188.98,4944.98
2018-01-08 02:00:00.000,1188.98,1197.0,1135.0,1164.77,6305.71
2018-01-08 03:00:00.000,1162.0,1180.96,1147.0,1176.6,3989.81
2018-01-08 04:00:00.000,1176.6,1225.0,1168.0,1208.55,7175.64
2018-01-08 05:00:00.000,1208.55,1238.0,1201.0,1236.01,5311.44
2018-01-08 06:00:00.000,1236.02,1239.18,1180.52,1191.81,5891.92
2018-01-08 07:00:00.000,1194.75,1230.0,1191.81,1229.01,2458.22
2018-01-08 08:00:00.000,1229.01,1230.0,1190.06,1198.05,3512.82
2018-01-08 09:00:00.000,1198.05,1203.17,1100.0,1163.0,5568.67
2018-01-08 10:00:00.000,1162.99,1163.0,1050.0,1085.02,13798.95
2018-01-08 11:00:00.000,1096.99,1148.41,1080.0,1134.0,6442.83
2018-01-08 12:00:00.000,1134.0,1150.0,1123.01,1142.3,3216.29
2018-01-08 13:00:00.000,1142.32,1150.0,1132.8,1148.07,2460.14
2018-01-08 14:00:00.000,1148.06,1156.0,1060.0,1079.98,9205.1
2018-01-08 15:00:00.000,1079.99,1080.88,951.0,970.11,16811.61
2018-01-08 16:00:00.000,970.12,1096.0,910.0,1059.93,22988.04
2018-01-08 17:00:00.000,1059.92,1118.0,1055.0,1108.9,9481.02
2018-01-08 18:00:00.000,1108.89,1116.0,1058.0,1091.0,5931.26
2018-01-08 19:00:00.000,1091.0,1126.98,1080.31,1120.01,4076.93
2018-01-08 20:00:00.000,1120.0,1162.0,1120.0,1155.02,4538.02
2018-01-08 21:00:00.000,1155.21,1160.76,1100.01,1133.17,4021.98
2018-01-08 22:00:00.000,1133.2,1161.1,1124.0,1155.0,2258.45
2018-01-08 23:00:00.000,1155.0,1159.4,1119.7,1123.69,4145.95
2018-01-09 00:00:00.000,1123.7,1144.88,1094.01,1133.18,4295.77
2018-01-09 01:00:00.000,1133.18,1182.0,1131.6,1181.64,3190.66
2018-01-09 02:00:00.000,1181.63,1188.0,1104.85,1168.81,10859.52
2018-01-09 03:00:00.000,1168.45,1188.64,1153.5,1187.82,3317.08
2018-01-09 04:00:00.000,1187.82,1211.98,1181.05,1200.21,5385.21
2018-01-09 05:00:00.000,1202.45,1220.0,1193.31,1214.45,3552.28
2018-01-09 06:00:00.000,1212.13,1218.39,1160.0,1181.89,5804.55
2018-01-09 07:00:00.000,1181.9,1195.0,1166.21,1194.79,3817.26
2018-01-09 08:00:00.000,1193.06,1219.9,1192.65,1212.0,3189.98
2018-01-09 09:00:00.000,1212.0,1260.0,1208.81,1241.9,5264.3
2018-01-09 10:00:00.000,1241.91,1248.95,1215.0,1215.61,3807.0
2018-01-09 11:00:00.000,1215.61,1226.96,1144.44,1189.97,9378.22
2018-01-09 12:00:00.000,1189.97,1224.99,1166.79,1218.98,4497.6
2018-01-09 13:00:00.000,1218.97,1225.0,1180.0,1206.1,4841.89
2018-01-09 14:00:00.000,1205.0,1209.99,1132.57,1138.02,6488.28
2018-01-09 15:00:00.000,1138.4,1206.0,1138.4,1202.01,6861.61
2018-01-09 16:00:00.000,1202.0,1217.0,1172.7,1200.02,4857.49
2018-01-09 17:00:00.000,1201.51,1223.0,1197.0,1217.0,3147.79
2018-01-09 18:00:00.000,1217.0,1219.2,1200.0,1209.29,2679.59
2018-01-09 19:00:00.000,1209.29,1218.0,1204.28,1206.01,2440.2
2018-01-09 20:00:00.000,1208.5,1211.25,1201.0,1205.0,2428.38
2018-01-09 21:00:00.000,1205.0,1249.61,1203.21,1244.47,3345.99
2018-01-09 22:00:00.000,1244.47,1255.77,1225.58,1255.03,3459.53
2018-01-09 23:00:00.000,1255.06,1326.5,1247.6,1264.88,7512.35
2018-01-10 00:00:00.000,1264.88,1319.0,1262.0,1291.0,8576.12
2018-01-10 01:00:00.000,1291.0,1295.97,1226.68,1262.71,7000.27
2018-01-10 02:00:00.000,1262.63,1295.87,1258.5,1272.79,4852.81
2018-01-10 03:00:00.000,1272.8,1308.46,1271.07,1307.89,3813.98
2018-01-10 04:00:00.000,1307.5,1391.95,1307.5,1350.0,9659.37
2018-01-10 05:00:00.000,1350.0,1440.0,1323.0,1431.01,12324.43
2018-01-10 06:00:00.000,1431.01,1432.0,1330.0,1354.63,12397.7
2018-01-10 07:00:00.000,1354.63,1395.0,1314.99,1366.0,6730.72
2018-01-10 08:00:00.000,1365.06,1401.0,1311.01,1311.01,7680.0
2018-01-10 09:00:00.000,1316.59,1317.0,1230.0,1308.54,16631.26
2018-01-10 10:00:00.000,1308.53,1343.0,1251.07,1269.03,9318.86
2018-01-10 11:00:00.000,1271.98,1298.94,1253.33,1270.02,6283.67
2018-01-10 12:00:00.000,1270.99,1349.0,1259.7,1338.11,6256.88
2018-01-10 13:00:00.000,1337.01,1345.9,1308.0,1315.41,4996.81
2018-01-10 14:00:00.000,1315.41,1355.0,1309.27,1333.92,4308.26
2018-01-10 15:00:00.000,1333.69,1344.0,1285.21,1308.61,5954.28
2018-01-10 16:00:00.000,1313.97,1380.0,1313.0,1348.99,6604.35
2018-01-10 17:00:00.000,1348.85,1362.3,1298.0,1320.11,6336.42
2018-01-10 18:00:00.000,1324.84,1344.8,1305.31,1328.53,3532.4
2018-01-10 19:00:00.000,1328.54,1335.56,1275.25,1289.99,4853.58
2018-01-10 20:00:00.000,1289.99,1307.99,1258.0,1296.04,4471.57
2018-01-10 21:00:00.000,1299.28,1309.0,1280.8,1298.44,3478.63
2018-01-10 22:00:00.000,1298.41,1315.0,1261.52,1262.1,2517.83
2018-01-10 23:00:00.000,1262.11,1265.0,1201.1,1230.48,6095.09
2018-01-11 00:00:00.000,1230.49,1252.0,1210.01,1247.0,4085.84
2018-01-11 01:00:00.000,1249.03,1331.0,1249.03,1331.0,5843.98
2018-01-11 02:00:00.000,1331.0,1332.49,1281.01,1292.01,4055.76
2018-01-11 03:00:00.000,1292.5,1307.67,1284.14,1293.59,3057.36
2018-01-11 04:00:00.000,1293.86,1294.9,1119.0,1160.0,18284.69
2018-01-11 05:00:00.000,1160.17,1226.0,1021.0,1176.96,38128.33
2018-01-11 06:00:00.000,1180.0,1245.0,1120.0,1141.9,19493.8
2018-01-11 07:00:00.000,1137.4,1213.21,1134.0,1183.05,10859.44
2018-01-11 08:00:00.000,1187.81,1235.0,1164.89,1227.97,7813.56
2018-01-11 09:00:00.000,1227.97,1249.99,1227.0,1234.93,6232.71
2018-01-11 10:00:00.000,1234.01,1242.7,1210.6,1219.14,4293.4
2018-01-11 11:00:00.000,1219.03,1230.0,1180.05,1186.0,4553.76
2018-01-11 12:00:00.000,1186.0,1200.0,1146.57,1190.3,8403.72
2018-01-11 13:00:00.000,1190.3,1220.0,1178.8,1205.61,5001.27
2018-01-11 14:00:00.000,1206.42,1215.0,1180.05,1203.54,7386.12
2018-01-11 15:00:00.000,1200.83,1230.0,1200.83,1212.52,6480.9
2018-01-11 16:00:00.000,1215.41,1249.9,1212.5,1225.0,6973.33
2018-01-11 17:00:00.000,1221.01,1248.8,1220.02,1230.39,3713.79
2018-01-11 18:00:00.000,1230.39,1237.09,1215.0,1220.98,4256.88
2018-01-11 19:00:00.000,1220.23,1232.0,1215.0,1215.04,3115.82
2018-01-11 20:00:00.000,1216.96,1222.29,1162.8,1176.99,4948.95
2018-01-11 21:00:00.000,1176.01,1196.39,1140.29,1179.99,4457.93
2018-01-11 22:00:00.000,1178.82,1183.97,1145.5,1170.0,3410.31
2018-01-11 23:00:00.000,1170.25,1176.1,1106.0,1126.26,4738.93
2018-01-12 00:00:00.000,1125.04,1145.0,1074.99,1138.93,9041.59
2018-01-12 01:00:00.000,1136.45,1138.97,1069.01,1112.99,7864.6
2018-01-12 02:00:00.000,1114.9,1175.0,1112.25,1173.96,5981.86
2018-01-12 03:00:00.000,1173.96,1186.0,1158.0,1173.27,4062.7
2018-01-12 04:00:00.000,1173.09,1221.41,1163.85,1221.4,5219.88
2018-01-12 05:00:00.000,1221.4,1221.41,1184.12,1211.03,4239.56
2018-01-12 06:00:00.000,1211.02,1224.6,1190.0,1208.11,4126.97
2018-01-12 07:00:00.000,1208.15,1230.0,1208.11,1225.5,4353.69
2018-01-12 08:00:00.000,1225.05,1241.0,1212.0,1220.0,4223.21
2018-01-12 09:00:00.000,1220.06,1228.94,1200.0,1204.59,3983.99
2018-01-12 10:00:00.000,1204.59,1206.9,1176.0,1192.08,2502.26
2018-01-12 11:00:00.000,1192.08,1227.0,1191.13,1214.98,3231.73
2018-01-12 12:00:00.000,1214.97,1231.24,1211.01,1220.0,3198.66
2018-01-12 13:00:00.000,1218.13,1277.0,1212.0,1276.99,4138.34
2018-01-12 14:00:00.000,1275.59,1288.5,1245.0,1264.15,4622.76
2018-01-12 15:00:00.000,1264.15,1274.99,1236.7,1260.01,4868.71
2018-01-12 16:00:00.000,1260.98,1263.68,1201.8,1216.0,5236.35
2018-01-12 17:00:00.000,1214.7,1234.2,1200.01,1215.8,4740.26
2018-01-12 18:00:00.000,1215.79,1234.2,1210.92,1226.9,4010.65
2018-01-12 19:00:00.000,1226.0,1229.3,1214.21,1223.4,1900.55
2018-01-12 20:00:00.000,1223.4,1258.0,1216.6,1253.06,2490.54
2018-01-12 21:00:00.000,1253.06,1280.0,1245.0,1259.05,2288.85
2018-01-12 22:00:00.000,1259.05,1259.1,1243.0,1250.63,1213.72
2018-01-12 23:00:00.000,1250.66,1250.9,1231.0,1244.0,1589.93
2018-01-13 00:00:00.000,1244.0,1258.5,1237.01,1253.87,3673.7
2018-01-13 01:00:00.000,1253.87,1280.0,1253.87,1274.96,2480.74
2018-01-13 02:00:00.000,1270.01,1285.7,1266.7,1284.82,3341.26
2018-01-13 03:00:00.000,1284.81,1290.0,1280.2,1287.0,2950.92
2018-01-13 04:00:00.000,1285.4,1288.0,1252.0,1282.1,3812.85
2018-01-13 05:00:00.000,1282.1,1286.0,1276.36,1282.19,2664.43
2018-01-13 06:00:00.000,1282.19,1309.9,1280.01,1306.8,3855.69
2018-01-13 07:00:00.000,1306.8,1307.5,1289.51,1303.05,3132.09
2018-01-13 08:00:00.000,1302.11,1336.98,1301.01,1330.57,2475.8
2018-01-13 09:00:00.000,1330.56,1331.89,1310.5,1329.92,2839.44
2018-01-13 10:00:00.000,1329.9,1333.01,1305.0,1324.8,2341.5
2018-01-13 11:00:00.000,1325.0,1338.0,1311.92,1329.08,2671.28
2018-01-13 12:00:00.000,1329.08,1338.0,1324.2,1337.1,1385.37
2018-01-13 13:00:00.000,1337.01,1357.4,1334.5,1354.99,3214.57
2018-01-13 14:00:00.000,1354.0,1368.89,1354.0,1365.01,3408.8
2018-01-13 15:00:00.000,1365.01,1368.22,1330.0,1350.0,4654.6
2018-01-13 16:00:00.000,1351.0,1358.0,1333.7,1357.0,3416.0
2018-01-13 17:00:00.000,1357.0,1363.11,1351.4,1362.99,2133.08
2018-01-13 18:00:00.000,1362.99,1399.08,1361.05,1396.02,3910.27
2018-01-13 19:00:00.000,1398.0,1427.01,1392.95,1417.17,6132.75
2018-01-13 20:00:00.000,1416.99,1419.98,1365.5,1385.52,4626.89
2018-01-13 21:00:00.000,1385.64,1419.99,1383.69,1416.09,2402.63
2018-01-13 22:00:00.000,1417.51,1420.0,1395.78,1401.36,2401.45
2018-01-13 23:00:00.000,1401.44,1411.63,1382.0,1394.01,2337.02
2018-01-14 00:00:00.000,1394.01,1394.02,1366.0,1388.02,3304.03
2018-01-14 01:00:00.000,1388.1,1388.1,1358.5,1364.88,2791.49
2018-01-14 02:00:00.000,1363.95,1391.89,1358.51,1385.4,2248.28
2018-01-14 03:00:00.000,1385.41,1386.98,1352.0,1370.49,2616.49
2018-01-14 04:00:00.000,1370.49,1376.8,1360.0,1373.4,1534.81
2018-01-14 05:00:00.000,1373.3,1378.8,1310.0,1329.36,5789.41
2018-01-14 06:00:00.000,1329.3,1346.6,1305.21,1341.0,5349.42
2018-01-14 07:00:00.000,1343.53,1365.76,1338.0,1355.5,2749.19
2018-01-14 08:00:00.000,1355.5,1361.0,1325.23,1336.87,2640.49
2018-01-14 09:00:00.000,1336.87,1357.9,1336.0,1346.4,2989.31
2018-01-14 10:00:00.000,1346.4,1347.19,1311.0,1323.81,5059.04
2018-01-14 11:00:00.000,1323.81,1344.4,1320.37,1333.88,2674.27
2018-01-14 12:00:00.000,1333.88,1333.93,1286.0,1302.0,5215.68
2018-01-14 13:00:00.000,1302.0,1303.99,1227.11,1251.7,10718.1
2018-01-14 14:00:00.000,1249.02,1315.0,1246.01,1311.8,5823.63
2018-01-14 15:00:00.000,1311.79,1314.0,1279.0,1288.0,3889.32
2018-01-14 16:00:00.000,1292.96,1294.2,1220.89,1250.0,10647.27
2018-01-14 17:00:00.000,1252.47,1279.97,1230.0,1275.69,5079.29
2018-01-14 18:00:00.000,1270.03,1298.98,1268.09,1297.09,3871.83
2018-01-14 19:00:00.000,1297.7,1323.95,1280.0,1293.98,3676.47
2018-01-14 20:00:00.000,1293.98,1311.49,1290.27,1293.57,3921.24
2018-01-14 21:00:00.000,1293.5,1319.99,1290.66,1315.5,1879.9
2018-01-14 22:00:00.000,1315.5,1319.59,1300.74,1307.5,1407.41
2018-01-14 23:00:00.000,1307.5,1333.73,1304.01,1332.0,2147.42
2018-01-15 00:00:00.000,1332.0,1355.61,1325.61,1347.0,3671.45
2018-01-15 01:00:00.000,1347.99,1383.13,1345.01,1377.0,3683.6
2018-01-15 02:00:00.000,1377.0,1378.5,1313.71,1321.0,4469.83
2018-01-15 03:00:00.000,1320.98,1338.0,1297.9,1318.0,4404.45
2018-01-15 04:00:00.000,1318.02,1328.0,1305.0,1316.77,2925.44
2018-01-15 05:00:00.000,1316.12,1330.0,1316.11,1323.35,1690.4
2018-01-15 06:00:00.000,1324.98,1336.0,1303.34,1331.82,2908.67
2018-01-15 07:00:00.000,1331.82,1345.0,1331.09,1334.51,1967.25
2018-01-15 08:00:00.000,1336.0,1336.74,1300.0,1300.0,3335.54
2018-01-15 09:00:00.000,1300.19,1317.4,1285.0,1304.97,3495.25
2018-01-15 10:00:00.000,1302.33,1320.0,1292.2,1309.99,2582.17
2018-01-15 11:00:00.000,1306.34,1329.95,1306.33,1315.96,2339.16
2018-01-15 12:00:00.000,1316.0,1324.46,1260.02,1290.02,6026.27
2018-01-15 13:00:00.000,1293.46,1329.46,1270.0,1328.24,4213.16
2018-01-15 14:00:00.000,1327.0,1329.98,1284.0,1296.57,4614.53
2018-01-15 15:00:00.000,1296.64,1304.38,1293.12,1295.51,2555.48
2018-01-15 16:00:00.000,1296.0,1325.0,1290.0,1310.0,3137.66
2018-01-15 17:00:00.000,1310.0,1313.46,1297.3,1306.0,2478.3
2018-01-15 18:00:00.000,1305.0,1316.0,1297.3,1298.99,1713.04
2018-01-15 19:00:00.000,1298.99,1304.4,1290.0,1298.85,1514.83
2018-01-15 20:00:00.000,1298.85,1303.89,1285.0,1301.95,1523.29
2018-01-15 21:00:00.000,1301.94,1306.0,1284.0,1292.11,1784.56
2018-01-15 22:00:00.000,1289.32,1307.0,1285.01,1305.94,1517.22
2018-01-15 23:00:00.000,1305.0,1305.95,1287.01,1293.77,1095.81
2018-01-16 00:00:00.000,1290.04,1294.92,1258.12,1271.0,3260.79
2018-01-16 01:00:00.000,1268.67,1275.01,1212.1,1237.04,7590.25
2018-01-16 02:00:00.000,1239.97,1241.99,1178.0,1224.99,9726.4
2018-01-16 03:00:00.000,1223.0,1262.11,1186.32,1259.01,6810.22
