Open time,Open,High,Low,Close,Volume
2018-02-21 01:00:00,11195.07,11304.03,10200.0,10437.6,68113.82
2018-02-22 01:00:00,10439.02,10933.44,9679.0,9811.04,67060.17
2018-02-23 01:00:00,9815.55,10435.0,9570.19,10131.04,57202.7
2018-02-24 01:00:00,10131.04,10496.97,9352.0,9694.51,40888.16
2018-02-25 01:00:00,9694.51,9847.0,9274.8,9590.0,28373.52
2018-02-26 01:00:00,9590.0,10444.32,9350.0,10324.0,34878.29
2018-02-27 01:00:00,10321.0,10870.0,10121.0,10569.04,30705.39
2018-02-28 01:00:00,10584.33,11098.0,10300.0,10326.76,30800.98
2018-03-01 01:00:00,10325.64,11060.41,10240.0,10920.0,25092.55
2018-03-02 01:00:00,10923.36,11200.0,10770.0,11039.0,23910.71
2018-03-03 01:00:00,11038.99,11544.0,11015.01,11464.48,21287.15
2018-03-04 01:00:00,11464.47,11565.0,11050.02,11515.0,17295.92
2018-03-05 01:00:00,11515.0,11710.0,11415.01,11454.0,15144.23
2018-03-06 01:00:00,11455.0,11455.0,10555.48,10716.48,29515.57
2018-03-07 01:00:00,10716.48,10899.0,9389.31,9910.0,50647.67
2018-03-08 01:00:00,9910.0,10099.0,9060.0,9271.64,41109.47
2018-03-09 01:00:00,9267.07,9410.0,8329.0,9227.0,64112.29
2018-03-10 01:00:00,9230.0,9490.0,8667.07,8770.22,37180.01
2018-03-11 01:00:00,8770.22,9740.0,8450.0,9533.57,44325.97
2018-03-12 01:00:00,9533.57,9888.88,8780.0,9131.34,42230.78
2018-03-13 01:00:00,9131.34,9474.0,8823.0,9150.0,40191.41
2018-03-14 01:00:00,9151.92,9333.78,7900.28,8170.0,49708.09
2018-03-15 01:00:00,8184.01,8430.0,7650.0,8240.98,52291.02
2018-03-16 01:00:00,8240.98,8611.64,7900.0,8260.0,38815.41
2018-03-17 01:00:00,8260.0,8348.62,7721.99,7824.8,33110.21
2018-03-18 01:00:00,7824.01,8317.4,7322.0,8189.99,59488.23
2018-03-19 01:00:00,8189.0,8705.23,8088.4,8600.0,55297.08
2018-03-20 01:00:00,8595.01,9050.0,8280.0,8909.98,44865.11
2018-03-21 01:00:00,8909.96,9177.01,8750.6,8885.0,39972.41
2018-03-22 01:00:00,8884.82,9100.0,8465.1,8722.9,40617.56
2018-03-23 01:00:00,8720.0,8909.0,8269.0,8898.03,39991.01
2018-03-24 01:00:00,8898.04,8999.95,8491.0,8546.86,35466.61
2018-03-25 01:00:00,8531.25,8669.85,8365.77,8470.15,29001.77
2018-03-26 02:00:00,8470.14,8514.89,7831.0,8134.23,44033.6
2018-03-27 02:00:00,8134.22,8215.94,7730.0,7795.51,37427.65
2018-03-28 02:00:00,7795.51,8109.0,7728.0,7949.3,26401.33
2018-03-29 02:00:00,7949.3,7975.0,6941.11,7090.14,54620.92
2018-03-30 02:00:00,7090.16,7292.43,6600.1,6840.23,65306.03
2018-03-31 02:00:00,6840.24,7223.36,6777.0,6923.91,36868.54
2018-04-01 02:00:00,6922.0,7049.98,6430.0,6813.01,44071.43
2018-04-02 02:00:00,6813.01,7125.0,6765.0,7056.0,32123.56
2018-04-03 02:00:00,7063.97,7520.0,7011.01,7405.21,37787.33
2018-04-04 02:00:00,7405.21,7427.52,6707.0,6796.1,42227.18
2018-04-05 02:00:00,6796.1,6902.0,6566.69,6770.76,39029.73
2018-04-06 02:00:00,6770.0,6850.0,6500.0,6601.39,27455.01
2018-04-07 02:00:00,6601.39,7070.0,6586.28,6895.8,32269.58
2018-04-08 02:00:00,6895.81,7109.13,6880.0,7018.0,21427.67
2018-04-09 02:00:00,7011.04,7185.0,6611.0,6782.72,34078.3
2018-04-10 02:00:00,6781.55,6890.0,6656.0,6843.9,22326.73
2018-04-11 02:00:00,6839.56,6990.0,6787.0,6953.79,23997.87
2018-04-12 02:00:00,6953.78,8012.23,6743.2,7923.0,64861.6
2018-04-13 02:00:00,7922.99,8233.39,7732.0,7877.41,55044.52
2018-04-14 02:00:00,7877.48,8186.0,7810.0,7999.01,31621.29
2018-04-15 02:00:00,8004.0,8429.54,7999.02,8355.0,27946.72
2018-04-16 02:00:00,8355.07,8419.0,7867.0,8064.92,36664.07
2018-04-17 02:00:00,8064.92,8173.7,7825.4,7885.02,32152.6
2018-04-18 02:00:00,7890.96,8236.43,7868.0,8173.0,26969.04
2018-04-19 02:00:00,8173.99,8296.0,8080.0,8278.0,27113.85
2018-04-20 02:00:00,8273.84,8930.0,8177.09,8856.98,39795.34
2018-04-21 02:00:00,8852.12,9035.0,8565.0,8915.31,40872.23
2018-04-22 02:00:00,8915.31,9020.67,8727.68,8787.02,29458.25
2018-04-23 02:00:00,8785.7,8985.0,8745.0,8934.01,25838.11
2018-04-24 02:00:00,8934.0,9731.01,8922.0,9619.99,46268.79
2018-04-25 02:00:00,9618.96,9759.82,8730.0,8869.99,81110.04
2018-04-26 02:00:00,8869.99,9307.48,8651.62,9266.0,43300.3
2018-04-27 02:00:00,9267.03,9395.0,8889.0,8915.35,37241.35
2018-04-28 02:00:00,8915.35,9427.48,8870.0,9348.0,34759.63
2018-04-29 02:00:00,9348.0,9570.51,9163.74,9419.0,38149.85
2018-04-30 02:00:00,9417.04,9458.64,9124.99,9246.01,35002.03
2018-05-01 02:00:00,9246.01,9248.99,8800.49,9071.48,41018.46
2018-05-02 02:00:00,9071.48,9268.0,8970.2,9247.84,26123.54
2018-05-03 02:00:00,9247.81,9844.0,9168.4,9750.0,38768.39
2018-05-04 02:00:00,9750.0,9830.04,9520.85,9713.99,28681.59
2018-05-05 02:00:00,9714.0,10020.0,9682.0,9864.0,24990.02
2018-05-06 02:00:00,9863.99,9970.0,9417.03,9659.01,27690.35
2018-05-07 02:00:00,9661.02,9689.67,9181.0,9365.0,33787.64
2018-05-08 02:00:00,9365.0,9475.7,9060.54,9187.56,25533.83
2018-05-09 02:00:00,9178.0,9390.0,8965.0,9310.0,25673.52
2018-05-10 02:00:00,9310.0,9395.12,8970.0,9002.2,25055.06
2018-05-11 02:00:00,9002.21,9016.8,8341.0,8400.0,48227.05
2018-05-12 02:00:00,8405.94,8646.88,8153.0,8465.94,40241.32
2018-05-13 02:00:00,8475.44,8763.36,8298.0,8679.71,25632.87
2018-05-14 02:00:00,8679.71,8879.99,8277.0,8663.34,37389.67
2018-05-15 02:00:00,8663.37,8859.99,8401.3,8462.0,28126.96
2018-05-16 02:00:00,8462.0,8488.0,8083.01,8330.0,31130.72
2018-05-17 02:00:00,8330.0,8464.0,7979.0,8041.46,25439.84
2018-05-18 02:00:00,8038.82,8273.21,7911.9,8239.81,23476.16
2018-05-19 02:00:00,8238.01,8390.8,8095.73,8233.49,17193.42
2018-05-20 02:00:00,8233.49,8609.0,8163.9,8526.98,19957.06
2018-05-21 02:00:00,8526.97,8595.31,8305.0,8381.24,21516.6
2018-05-22 02:00:00,8386.89,8400.18,7935.11,7977.11,23710.9
2018-05-23 02:00:00,7977.12,8031.9,7425.0,7501.95,42910.67
2018-05-24 02:00:00,7501.95,7730.73,7266.99,7575.01,37845.45
2018-05-25 02:00:00,7578.99,7649.55,7308.15,7457.0,26739.96
2018-05-26 02:00:00,7456.99,7620.0,7300.0,7333.96,19464.09
2018-05-27 02:00:00,7334.0,7400.0,7231.11,7338.99,18706.95
2018-05-28 02:00:00,7338.99,7437.0,7058.02,7099.0,27219.44
2018-05-29 02:00:00,7099.0,7540.0,7032.95,7461.29,39407.21
2018-05-30 02:00:00,7467.98,7569.0,7260.5,7375.96,32041.58
2018-05-31 02:00:00,7382.07,7699.0,7327.51,7485.01,30776.06
2018-06-01 02:00:00,7485.01,7608.55,7355.54,7521.01,28259.12
2018-06-02 02:00:00,7521.01,7697.33,7437.0,7640.03,26720.69
2018-06-03 02:00:00,7636.81,7786.69,7600.0,7714.26,27505.16
2018-06-04 02:00:00,7714.26,7760.52,7446.5,7487.0,32258.84
2018-06-05 02:00:00,7487.0,7679.49,7358.0,7625.0,31722.97
2018-06-06 02:00:00,7626.64,7699.0,7467.05,7658.84,27229.99
2018-06-07 02:00:00,7658.79,7765.0,7620.0,7691.08,25062.23
2018-06-08 02:00:00,7691.08,7703.5,7531.0,7603.44,23396.8
2018-06-09 02:00:00,7603.44,7683.98,7450.0,7491.73,19339.89
2018-06-10 02:00:00,7491.73,7491.73,6622.81,6764.99,52342.02
2018-06-11 02:00:00,6765.0,6922.0,6610.0,6872.0,34552.16
2018-06-12 02:00:00,6872.0,6890.51,6435.0,6530.0,36722.21
2018-06-13 02:00:00,6530.0,6627.6,6118.68,6292.78,46185.52
2018-06-14 02:00:00,6292.78,6720.0,6260.0,6635.98,44478.13
2018-06-15 02:00:00,6638.67,6666.66,6362.31,6388.9,30018.33
2018-06-16 02:00:00,6380.01,6560.0,6320.86,6483.98,22277.24
2018-06-17 02:00:00,6482.5,6589.03,6422.0,6449.61,19847.25
2018-06-18 02:00:00,6444.06,6794.38,6380.0,6712.46,31821.43
2018-06-19 02:00:00,6711.39,6841.74,6653.0,6741.21,24311.42
2018-06-20 02:00:00,6740.0,6817.23,6551.81,6761.51,26359.75
2018-06-21 02:00:00,6763.21,6795.0,6672.57,6718.84,25428.85
2018-06-22 02:00:00,6717.69,6733.97,5918.94,6045.0,52157.37
2018-06-23 02:00:00,6045.92,6260.0,6008.48,6149.98,26622.79
2018-06-24 02:00:00,6149.98,6259.8,5750.0,6136.97,47446.0
2018-06-25 02:00:00,6137.95,6350.0,6061.97,6252.0,39164.52
2018-06-26 02:00:00,6252.0,6272.54,6035.0,6070.78,19377.24
2018-06-27 02:00:00,6065.89,6190.43,5971.0,6133.73,19225.67
2018-06-28 02:00:00,6134.73,6173.01,5827.0,5853.98,30585.27
2018-06-29 02:00:00,5851.01,6300.0,5780.0,6197.92,33911.29
2018-06-30 02:00:00,6197.92,6528.99,6186.03,6390.07,37919.61
2018-07-01 02:00:00,6391.08,6441.06,6251.0,6356.81,27562.97
2018-07-02 02:00:00,6360.82,6685.0,6271.62,6615.29,36230.45
2018-07-03 02:00:00,6615.29,6679.35,6463.01,6513.86,38657.78
2018-07-04 02:00:00,6511.01,6784.92,6441.11,6586.98,23571.89
2018-07-05 02:00:00,6585.53,6712.0,6453.33,6529.2,35071.97
2018-07-06 02:00:00,6529.2,6648.54,6425.0,6609.78,29397.09
2018-07-07 02:00:00,6609.79,6818.16,6508.88,6756.98,23973.88
2018-07-08 02:00:00,6753.48,6780.0,6667.44,6712.1,24622.95
2018-07-09 02:00:00,6712.1,6802.06,6612.24,6662.12,26732.41
2018-07-10 02:00:00,6662.78,6681.0,6263.0,6296.91,38560.67
2018-07-11 02:00:00,6296.91,6406.0,6278.99,6378.07,28715.5
2018-07-12 02:00:00,6378.07,6380.28,6070.0,6250.57,31306.66
2018-07-13 02:00:00,6251.4,6350.0,6110.0,6214.57,26375.33
2018-07-14 02:00:00,6214.57,6335.0,6178.0,6251.99,17783.07
2018-07-15 02:00:00,6250.9,6395.0,6225.4,6353.01,22979.21
2018-07-16 02:00:00,6354.15,6747.3,6330.4,6723.35,36204.88
2018-07-17 02:00:00,6723.33,7468.99,6652.04,7317.44,52105.42
2018-07-18 02:00:00,7317.44,7588.08,7225.38,7381.9,59487.64
2018-07-19 02:00:00,7381.88,7576.28,7270.0,7466.21,41218.26
2018-07-20 02:00:00,7468.86,7700.0,7273.0,7337.53,46140.31
2018-07-21 02:00:00,7337.47,7458.47,7211.0,7398.78,28886.49
2018-07-22 02:00:00,7399.25,7582.4,7335.5,7394.79,30270.22
2018-07-23 02:00:00,7394.78,7833.0,7375.0,7721.01,41646.35
2018-07-24 02:00:00,7721.65,8486.0,7696.0,8397.24,60121.16
2018-07-25 02:00:00,8397.24,8491.77,8050.0,8175.64,48257.65
2018-07-26 02:00:00,8175.63,8315.69,7850.06,7920.0,43223.48
2018-07-27 02:00:00,7920.0,8285.0,7805.0,8188.57,43671.01
2018-07-28 02:00:00,8188.57,8246.54,8067.0,8225.04,26215.17
2018-07-29 02:00:00,8225.04,8294.51,8115.0,8211.0,25531.23
2018-07-30 02:00:00,8210.99,8273.0,7866.0,8173.92,39692.42
2018-07-31 02:00:00,8171.4,8180.0,7633.0,7730.93,48296.92
2018-08-01 02:00:00,7735.67,7750.0,7430.0,7604.58,42582.31
2018-08-02 02:00:00,7600.08,7709.46,7455.72,7525.71,37665.7
2018-08-03 02:00:00,7525.71,7540.0,7282.44,7418.78,44669.49
2018-08-04 02:00:00,7412.27,7494.81,6926.0,7009.84,36288.43
2018-08-05 02:00:00,7009.84,7089.87,6882.29,7024.19,32894.85
2018-08-06 02:00:00,7024.19,7160.0,6821.0,6934.82,32760.19
2018-08-07 02:00:00,6935.0,7150.46,6670.0,6720.06,45438.47
2018-08-08 02:00:00,6720.63,6721.54,6123.0,6285.0,59550.54
2018-08-09 02:00:00,6283.27,6622.81,6178.6,6529.79,51941.19
2018-08-10 02:00:00,6529.79,6575.88,6026.39,6144.01,59034.97
2018-08-11 02:00:00,6148.13,6488.0,5971.0,6232.35,47133.42
2018-08-12 02:00:00,6222.55,6472.3,6130.0,6308.33,38567.77
2018-08-13 02:00:00,6308.56,6545.0,6145.04,6246.35,53895.83
2018-08-14 02:00:00,6248.25,6250.33,5880.0,6188.08,50186.75
2018-08-15 02:00:00,6188.08,6609.0,6172.11,6267.16,68806.69
2018-08-16 02:00:00,6265.27,6480.0,6205.6,6311.75,48515.25
2018-08-17 02:00:00,6316.0,6585.0,6285.4,6584.49,57851.61
2018-08-18 02:00:00,6579.04,6620.0,6288.0,6387.96,53742.32
2018-08-19 02:00:00,6387.96,6541.0,6300.0,6477.53,45190.85
2018-08-20 02:00:00,6477.53,6530.0,6220.0,6254.84,49435.56
2018-08-21 02:00:00,6251.0,6500.0,6235.08,6480.0,41569.95
2018-08-22 02:00:00,6479.98,6882.54,6251.2,6360.89,77909.39
2018-08-23 02:00:00,6362.57,6576.99,6342.28,6525.01,40358.17
2018-08-24 02:00:00,6525.0,6725.0,6440.5,6681.64,38305.68
2018-08-25 02:00:00,6686.98,6789.0,6650.61,6733.64,19220.51
2018-08-26 02:00:00,6733.64,6775.27,6568.0,6700.0,20107.3
2018-08-27 02:00:00,6700.0,6940.51,6646.5,6908.64,37747.08
2018-08-28 02:00:00,6907.26,7135.0,6860.0,7076.11,48352.92
2018-08-29 02:00:00,7077.0,7133.81,6912.34,7031.22,43252.49
2018-08-30 02:00:00,7033.21,7063.63,6784.81,6984.84,44716.77
2018-08-31 02:00:00,6984.84,7089.0,6888.0,7011.21,40467.4
2018-09-01 02:00:00,7011.21,7275.0,7008.74,7200.01,40323.41
2018-09-02 02:00:00,7201.57,7345.45,7127.0,7302.01,39814.84
2018-09-03 02:00:00,7302.0,7338.28,7191.63,7263.02,32396.02
2018-09-04 02:00:00,7263.0,7410.0,7227.17,7359.06,35300.64
2018-09-05 02:00:00,7359.05,7397.3,6682.0,6700.0,63715.26
2018-09-06 02:00:00,6697.27,6725.0,6265.0,6516.01,60644.46
2018-09-07 02:00:00,6516.84,6544.0,6320.0,6395.54,38906.29
2018-09-08 02:00:00,6395.54,6478.0,6111.0,6185.05,38215.03
2018-09-09 02:00:00,6185.06,6441.0,6141.53,6250.81,37053.92
2018-09-10 02:00:00,6252.26,6373.98,6221.0,6312.0,32439.46
2018-09-11 02:00:00,6311.99,6404.0,6169.68,6294.91,33104.89
2018-09-12 02:00:00,6293.0,6360.0,6192.37,6338.62,31433.65
2018-09-13 02:00:00,6338.62,6535.0,6337.4,6487.38,40465.06
2018-09-14 02:00:00,6487.39,6584.99,6385.62,6476.63,37173.34
2018-09-15 02:00:00,6476.63,6565.45,6466.13,6514.96,25243.66
2018-09-16 02:00:00,6514.96,6524.62,6370.0,6505.0,27568.13
2018-09-17 02:00:00,6500.08,6533.84,6201.0,6248.69,35987.25
2018-09-18 02:00:00,6248.69,6390.0,6224.98,6336.45,32620.87
2018-09-19 02:00:00,6336.39,6517.7,6123.0,6391.89,39044.08
2018-09-20 02:00:00,6392.0,6540.0,6325.0,6492.0,25189.02
2018-09-21 02:00:00,6492.0,6784.86,6491.0,6759.02,51779.34
2018-09-22 02:00:00,6759.01,6839.03,6627.0,6723.05,29349.69
2018-09-23 02:00:00,6723.05,6788.23,6661.75,6708.0,30286.23
2018-09-24 02:00:00,6706.81,6730.0,6557.0,6581.39,35305.74
2018-09-25 02:00:00,6581.42,6584.01,6325.02,6447.54,40301.03
2018-09-26 02:00:00,6445.11,6557.99,6379.7,6465.12,33484.54
2018-09-27 02:00:00,6467.84,6750.0,6434.0,6689.13,33087.43
2018-09-28 02:00:00,6689.12,6814.8,6540.88,6634.58,42399.45
2018-09-29 02:00:00,6634.58,6636.0,6464.57,6596.38,30255.96
2018-09-30 02:00:00,6597.66,6662.0,6533.0,6626.57,27764.72
2018-10-01 02:00:00,6626.57,6667.09,6510.0,6611.61,20621.51
2018-10-02 02:00:00,6610.0,6640.0,6494.0,6525.79,28245.81
2018-10-03 02:00:00,6525.79,6549.0,6430.0,6510.0,28451.97
2018-10-04 02:00:00,6510.01,6643.46,6505.09,6593.79,20074.3
2018-10-05 02:00:00,6591.69,6697.0,6543.08,6635.65,16096.55
2018-10-06 02:00:00,6635.65,6651.0,6566.77,6594.27,10939.51
2018-10-07 02:00:00,6596.44,6640.0,6525.0,6615.26,17406.83
2018-10-08 02:00:00,6615.26,6715.6,6587.0,6673.01,23123.42
2018-10-09 02:00:00,6673.01,6685.38,6607.0,6656.61,15354.78
2018-10-10 02:00:00,6656.67,6659.95,6530.0,6631.0,15390.66
2018-10-11 02:00:00,6630.21,6633.92,6205.0,6252.68,48712.4
2018-10-12 02:00:00,6252.71,6360.0,6209.0,6298.01,29004.07
2018-10-13 02:00:00,6298.0,6345.0,6285.07,6332.93,19098.07
2018-10-14 02:00:00,6332.92,6416.0,6308.0,6339.34,15627.41
2018-10-15 02:00:00,6339.34,7680.0,6300.0,6752.5,90748.03
2018-10-16 02:00:00,6752.5,6900.0,6670.0,6759.27,27557.96
2018-10-17 02:00:00,6762.76,6811.12,6676.01,6740.89,26641.43
2018-10-18 02:00:00,6739.01,6796.0,6567.0,6618.96,20116.52
2018-10-19 02:00:00,6618.96,6648.14,6523.0,6528.88,20772.6
2018-10-20 02:00:00,6528.88,6617.65,6505.55,6588.4,19240.72
2018-10-21 02:00:00,6585.72,6663.9,6580.0,6590.11,6515.36
2018-10-22 02:00:00,6590.12,6639.0,6535.27,6581.2,16213.69
2018-10-23 02:00:00,6581.2,6595.0,6515.45,6553.51,13856.6
2018-10-24 02:00:00,6553.51,6630.0,6547.53,6565.5,11951.54
2018-10-25 02:00:00,6566.81,6575.09,6502.8,6528.09,10342.7
2018-10-26 02:00:00,6528.13,6600.0,6515.01,6538.63,9443.5
2018-10-27 02:00:00,6538.63,6558.35,6463.04,6505.6,7776.91
2018-10-28 02:00:00,6505.6,6514.17,6453.0,6489.93,5743.93
2018-10-29 01:00:00,6489.93,6505.01,6315.0,6344.5,13827.22
2018-10-30 01:00:00,6344.5,6395.0,6317.01,6330.87,8877.18
2018-10-31 01:00:00,6330.01,6428.0,6245.02,6371.93,12148.89
2018-11-01 01:00:00,6369.52,6442.65,6348.66,6410.0,9099.04
2018-11-02 01:00:00,6410.0,6460.34,6388.2,6433.98,9739.44
2018-11-03 01:00:00,6432.8,6439.97,6345.0,6387.09,7661.24
2018-11-04 01:00:00,6388.0,6525.0,6359.0,6485.85,10592.39
2018-11-05 01:00:00,6485.85,6504.39,6431.02,6468.99,8987.88
2018-11-06 01:00:00,6468.99,6531.31,6445.18,6519.11,11926.57
2018-11-07 01:00:00,6522.73,6615.15,6509.0,6578.46,14271.59
2018-11-08 01:00:00,6578.46,6594.0,6468.22,6479.84,13259.79
2018-11-09 01:00:00,6479.84,6511.53,6391.01,6419.99,11787.62
2018-11-10 01:00:00,6419.99,6475.55,6411.0,6433.05,7714.83
2018-11-11 01:00:00,6435.16,6462.14,6355.0,6449.81,8213.51
2018-11-12 01:00:00,6450.71,6497.0,6421.0,6453.07,10132.78
2018-11-13 01:00:00,6451.68,6498.0,6391.15,6457.66,11790.56
2018-11-14 01:00:00,6458.98,6482.84,5656.87,5922.41,46478.96
2018-11-15 01:00:00,5917.2,5939.54,5403.42,5753.4,47700.83
2018-11-16 01:00:00,5757.09,5782.89,5549.25,5655.94,38721.8
2018-11-17 01:00:00,5650.57,5656.6,5565.43,5628.29,26411.24
2018-11-18 01:00:00,5630.49,5738.17,5617.0,5662.0,23845.0
2018-11-19 01:00:00,5661.94,5664.0,4855.0,4910.03,70580.89
2018-11-20 01:00:00,4913.4,5048.24,4326.0,4558.86,117380.95
2018-11-21 01:00:00,4559.91,4787.2,4413.85,4661.07,61071.83
2018-11-22 01:00:00,4661.08,4721.77,4335.0,4370.0,34531.12
2018-11-23 01:00:00,4370.9,4484.0,4222.94,4420.61,49371.92
2018-11-24 01:00:00,4415.63,4527.0,3824.69,3932.44,61693.11
2018-11-25 01:00:00,3933.68,4233.0,3652.66,4085.78,101693.98
2018-11-26 01:00:00,4088.69,4206.0,3701.0,3862.2,94503.75
2018-11-27 01:00:00,3864.45,3940.0,3689.12,3875.21,67480.61
2018-11-28 01:00:00,3875.63,4394.47,3874.27,4264.85,91983.57
2018-11-29 01:00:00,4262.06,4450.38,4125.65,4295.84,73980.2
2018-11-30 01:00:00,4295.72,4341.36,3943.0,4041.32,67758.45
2018-12-01 01:00:00,4041.27,4299.99,3963.01,4190.02,44840.07
2018-12-02 01:00:00,4190.98,4312.99,4103.04,4161.01,38912.15
2018-12-03 01:00:00,4160.55,4179.0,3827.0,3884.01,49094.37
2018-12-04 01:00:00,3884.76,4085.0,3781.0,3951.64,48489.55
2018-12-05 01:00:00,3950.98,3970.0,3745.0,3769.84,44004.8
2018-12-06 01:00:00,3768.44,3899.99,3500.0,3508.75,68378.8
2018-12-07 01:00:00,3508.75,3549.99,3224.6,3403.55,95145.46
2018-12-08 01:00:00,3403.57,3495.0,3222.0,3410.93,55365.95
2018-12-09 01:00:00,3411.36,3658.0,3394.04,3545.37,45956.89
2018-12-10 01:00:00,3548.49,3610.0,3370.11,3432.88,40989.24
2018-12-11 01:00:00,3434.01,3480.0,3324.32,3380.39,35920.86
2018-12-12 01:00:00,3379.23,3492.0,3350.0,3445.0,33922.93
2018-12-13 01:00:00,3446.38,3460.0,3255.5,3302.06,40040.92
2018-12-14 01:00:00,3302.06,3335.39,3177.0,3224.17,44492.98
2018-12-15 01:00:00,3225.19,3276.5,3156.26,3211.72,29796.04
2018-12-16 01:00:00,3211.71,3294.0,3186.0,3228.67,24628.81
2018-12-17 01:00:00,3229.22,3585.0,3216.0,3509.08,66761.75
2018-12-18 01:00:00,3509.03,3678.59,3424.47,3652.98,61369.62
2018-12-19 01:00:00,3653.0,3912.73,3622.55,3662.22,94137.34
2018-12-20 01:00:00,3660.01,4120.0,3635.0,4049.62,101543.84
2018-12-21 01:00:00,4051.86,4139.99,3764.0,3838.66,82343.85
2018-12-22 01:00:00,3840.25,3979.0,3785.0,3948.91,42822.35
2018-12-23 01:00:00,3948.91,4021.53,3870.0,3929.71,40117.53
2018-12-24 01:00:00,3929.71,4198.0,3924.83,4008.01,64647.81
2018-12-25 01:00:00,4010.11,4020.0,3646.41,3745.79,62725.63
2018-12-26 01:00:00,3745.56,3837.15,3656.74,3777.74,42629.38
2018-12-27 01:00:00,3777.74,3813.98,3535.0,3567.91,44097.39
2018-12-28 01:00:00,3567.89,3887.25,3540.04,3839.26,45964.3
2018-12-29 01:00:00,3839.0,3892.0,3670.0,3695.32,38874.37
2018-12-30 01:00:00,3696.71,3903.5,3657.9,3801.91,33222.37
2018-12-31 01:00:00,3803.12,3810.0,3630.33,3702.9,29991.78
2019-01-01 01:00:00,3701.23,3810.16,3642.0,3797.14,23741.69
2019-01-02 01:00:00,3796.45,3882.14,3750.45,3858.56,35156.46
